image_a,off_a,image_b,off_b,len,delta
4G0907379_0190,0x14023a,4G0907379H_0361,0x1641ea,38,0x23fb0
4G0907379_0190,0x14e573,4G0907379H_0361,0x16344f,38,0x14edc
4G0907379_0190,0x151ee6,4G0907379H_0361,0x167334,38,0x1544e
4G0907379_0190,0xdd080,4G0907379H_0361,0xeb42a,37,0xe3aa
4G0907379_0190,0xdf2a1,4G0907379H_0361,0xed74b,37,0xe4aa
4G0907379_0190,0xdf2fe,4G0907379H_0361,0xed7a8,37,0xe4aa
4G0907379_0190,0xe4e44,4G0907379H_0361,0xf632e,37,0x114ea
4G0907379_0190,0xe5b04,4G0907379H_0361,0xf6fe4,37,0x114e0
4G0907379_0190,0xe6dc6,4G0907379H_0361,0xf8242,37,0x1147c
4G0907379_0190,0xeccd2,4G0907379H_0361,0xfd476,37,0x107a4
4G0907379_0190,0xed376,4G0907379H_0361,0xfdb1e,37,0x107a8
4G0907379_0190,0xf59a8,4G0907379H_0361,0x103188,37,0xd7e0
4G0907379_0190,0xfb312,4G0907379H_0361,0x10acf2,37,0xf9e0
4G0907379_0190,0xff23c,4G0907379H_0361,0x110a00,37,0x117c4
4G0907379_0190,0x1002c0,4G0907379H_0361,0x10feda,37,0xfc1a
4G0907379_0190,0x102df2,4G0907379H_0361,0x113772,37,0x10980
4G0907379_0190,0x102f58,4G0907379H_0361,0x1138d8,37,0x10980
4G0907379_0190,0x104b68,4G0907379H_0361,0x115ff8,37,0x11490
4G0907379_0190,0x106a90,4G0907379H_0361,0x117428,37,0x10998
4G0907379_0190,0x10c396,4G0907379H_0361,0x11c336,37,0xffa0
4G0907379_0190,0x10c3d2,4G0907379H_0361,0x11c372,37,0xffa0
4G0907379_0190,0x10d41a,4G0907379H_0361,0x11d3ce,37,0xffb4
4G0907379_0190,0x10e1e4,4G0907379H_0361,0x11fa64,37,0x11880
4G0907379_0190,0x10e4da,4G0907379H_0361,0x11fd5a,37,0x11880
4G0907379_0190,0x10f1e8,4G0907379H_0361,0x11edcc,37,0xfbe4
4G0907379_0190,0x112a3c,4G0907379H_0361,0x123ee8,37,0x114ac
4G0907379_0190,0x116c4d,4G0907379H_0361,0x128e19,37,0x121cc
4G0907379_0190,0x11ac34,4G0907379H_0361,0x12cfc0,37,0x1238c
4G0907379_0190,0x11acfe,4G0907379H_0361,0x12d08a,37,0x1238c
4G0907379_0190,0x11b3ac,4G0907379H_0361,0x12d74c,37,0x123a0
4G0907379_0190,0x11b7f8,4G0907379H_0361,0x12dba0,37,0x123a8
4G0907379_0190,0x11d096,4G0907379H_0361,0x13009a,37,0x13004
4G0907379_0190,0x11dd5c,4G0907379H_0361,0x12f828,37,0x11acc
4G0907379_0190,0x11df09,4G0907379H_0361,0x12f9d9,37,0x11ad0
4G0907379_0190,0x11f1ce,4G0907379H_0361,0x1315b2,37,0x123e4
4G0907379_0190,0x120d8e,4G0907379H_0361,0x132c1e,37,0x11e90
4G0907379_0190,0x1213a0,4G0907379H_0361,0x132fa8,37,0x11c08
4G0907379_0190,0x1225fc,4G0907379H_0361,0x1349a8,37,0x123ac
4G0907379_0190,0x124bb8,4G0907379H_0361,0x134c1c,37,0x10064
4G0907379_0190,0x124dd6,4G0907379H_0361,0x1362ce,37,0x114f8
4G0907379_0190,0x1251e2,4G0907379H_0361,0x137e7e,37,0x12c9c
4G0907379_0190,0x125296,4G0907379H_0361,0x137f32,37,0x12c9c
4G0907379_0190,0x1263a8,4G0907379H_0361,0x138228,37,0x11e80
4G0907379_0190,0x126422,4G0907379H_0361,0x1382a2,37,0x11e80
4G0907379_0190,0x128900,4G0907379H_0361,0x13c068,37,0x13768
4G0907379_0190,0x12a6f8,4G0907379H_0361,0x13cca8,37,0x125b0
4G0907379_0190,0x12ab90,4G0907379H_0361,0x13d2b8,37,0x12728
4G0907379_0190,0x12af34,4G0907379H_0361,0x13d91a,37,0x129e6
4G0907379_0190,0x12afdc,4G0907379H_0361,0x13d9c2,37,0x129e6
4G0907379_0190,0x12b230,4G0907379H_0361,0x13d7dc,37,0x125ac
4G0907379_0190,0x12c5e0,4G0907379H_0361,0x1404d8,37,0x13ef8
4G0907379_0190,0x12ca9e,4G0907379H_0361,0x13ef12,37,0x12474
4G0907379_0190,0x12f064,4G0907379H_0361,0x141a18,37,0x129b4
4G0907379_0190,0x133b68,4G0907379H_0361,0x1465e0,37,0x12a78
4G0907379_0190,0x1352e4,4G0907379H_0361,0x147d84,37,0x12aa0
4G0907379_0190,0x135b22,4G0907379H_0361,0x1484ce,37,0x129ac
4G0907379_0190,0x1377e4,4G0907379H_0361,0x14a384,37,0x12ba0
4G0907379_0190,0x13798e,4G0907379H_0361,0x14a4ea,37,0x12b5c
4G0907379_0190,0x138310,4G0907379H_0361,0x14adb8,37,0x12aa8
4G0907379_0190,0x13eaab,4G0907379H_0361,0x163a39,37,0x24f8e
4G0907379_0190,0x13f574,4G0907379H_0361,0x163406,37,0x23e92
4G0907379_0190,0x141dd4,4G0907379H_0361,0x164964,37,0x22b90
4G0907379_0190,0x148359,4G0907379H_0361,0x164f29,37,0x1cbd0
4G0907379_0190,0x14990c,4G0907379H_0361,0x165258,37,0x1b94c
4G0907379_0190,0x150be1,4G0907379H_0361,0x1670f3,37,0x16512
4G0907379_0190,0x15f3b8,4G0907379H_0361,0x17f004,37,0x1fc4c
4G0907379_0190,0x167199,4G0907379H_0361,0x17191f,37,0xa786
4G0907379_0190,0x16c0d4,4G0907379H_0361,0x171c00,37,0x5b2c
4G0907379_0190,0xde5c2,4G0907379H_0361,0xeca78,36,0xe4b6
4G0907379_0190,0xdecc5,4G0907379H_0361,0xed11d,36,0xe458
4G0907379_0190,0xe0bac,4G0907379H_0361,0xf1f68,36,0x113bc
4G0907379_0190,0xe58df,4G0907379H_0361,0xf6dcb,36,0x114ec
4G0907379_0190,0xe5d90,4G0907379H_0361,0xf726a,36,0x114da
4G0907379_0190,0xe7454,4G0907379H_0361,0xf88c4,36,0x11470
4G0907379_0190,0xe7d2a,4G0907379H_0361,0xf918a,36,0x11460
4G0907379_0190,0xedb00,4G0907379H_0361,0xfe2a8,36,0x107a8
4G0907379_0190,0xf4944,4G0907379H_0361,0x10211c,36,0xd7d8
4G0907379_0190,0xf6e5c,4G0907379H_0361,0x1047b0,36,0xd954
4G0907379_0190,0x10fb7c,4G0907379H_0361,0x121f90,36,0x12414
4G0907379_0190,0x11131e,4G0907379H_0361,0x1231f2,36,0x11ed4
4G0907379_0190,0x112635,4G0907379H_0361,0x123ae1,36,0x114ac
4G0907379_0190,0x113791,4G0907379H_0361,0x124739,36,0x10fa8
4G0907379_0190,0x114e0a,4G0907379H_0361,0x1270be,36,0x122b4
4G0907379_0190,0x115a32,4G0907379H_0361,0x126afa,36,0x110c8
4G0907379_0190,0x11aacc,4G0907379H_0361,0x12c370,36,0x118a4
4G0907379_0190,0x11e852,4G0907379H_0361,0x13096a,36,0x12118
4G0907379_0190,0x11ff62,4G0907379H_0361,0x13285e,36,0x128fc
4G0907379_0190,0x1222dc,4G0907379H_0361,0x134fbc,36,0x12ce0
4G0907379_0190,0x123f6a,4G0907379H_0361,0x136c12,36,0x12ca8
4G0907379_0190,0x124aaf,4G0907379H_0361,0x13774b,36,0x12c9c
4G0907379_0190,0x126aac,4G0907379H_0361,0x139104,36,0x12658
4G0907379_0190,0x12926a,4G0907379H_0361,0x13bff6,36,0x12d8c
4G0907379_0190,0x12a96e,4G0907379H_0361,0x13cf22,36,0x125b4
4G0907379_0190,0x12fdfa,4G0907379H_0361,0x1415fa,36,0x11800
4G0907379_0190,0x1322a8,4G0907379H_0361,0x145030,36,0x12d88
4G0907379_0190,0x133aaa,4G0907379H_0361,0x146522,36,0x12a78
4G0907379_0190,0x1353bc,4G0907379H_0361,0x147e5c,36,0x12aa0
4G0907379_0190,0x1361da,4G0907379H_0361,0x148b82,36,0x129a8
4G0907379_0190,0x1362de,4G0907379H_0361,0x148c86,36,0x129a8
4G0907379_0190,0x13b8b1,4G0907379H_0361,0x16270d,36,0x26e5c
4G0907379_0190,0x141240,4G0907379H_0361,0x1647e0,36,0x235a0
4G0907379_0190,0x14cfb7,4G0907379H_0361,0x165ef3,36,0x18f3c
4G0907379_0190,0x14ff2c,4G0907379H_0361,0x166ef4,36,0x16fc8
4G0907379_0190,0x153735,4G0907379H_0361,0x1686cf,36,0x14f9a
4G0907379_0190,0x153b1e,4G0907379H_0361,0x168936,36,0x14e18
4G0907379_0190,0x16548f,4G0907379H_0361,0x1706bb,36,0xb22c
4G0907379_0190,0x16c104,4G0907379H_0361,0x171c44,36,0x5b40
4G0907379_0190,0x179556,4G0907379H_0361,0x16d932,36,-0xbc24
4G0907379_0190,0xdd11a,4G0907379H_0361,0xeb4b2,35,0xe398
4G0907379_0190,0xe1088,4G0907379H_0361,0xf2444,35,0x113bc
4G0907379_0190,0xe5ed0,4G0907379H_0361,0xf739c,35,0x114cc
4G0907379_0190,0xe6650,4G0907379H_0361,0xf7b16,35,0x114c6
4G0907379_0190,0xe79fa,4G0907379H_0361,0xf8e66,35,0x1146c
4G0907379_0190,0xe7cfe,4G0907379H_0361,0xf915e,35,0x11460
4G0907379_0190,0xed994,4G0907379H_0361,0xfe13c,35,0x107a8
4G0907379_0190,0xee152,4G0907379H_0361,0xfe8ea,35,0x10798
4G0907379_0190,0xf2c18,4G0907379H_0361,0x105528,35,0x12910
4G0907379_0190,0xf2e41,4G0907379H_0361,0x1005a5,35,0xd764
4G0907379_0190,0xf2e76,4G0907379H_0361,0x1005da,35,0xd764
4G0907379_0190,0xf35b7,4G0907379H_0361,0x100d1b,35,0xd764
4G0907379_0190,0xf3678,4G0907379H_0361,0x100e8c,35,0xd814
4G0907379_0190,0xf37cc,4G0907379H_0361,0x100f38,35,0xd76c
4G0907379_0190,0xf37e8,4G0907379H_0361,0x100f54,35,0xd76c
4G0907379_0190,0xf42a0,4G0907379H_0361,0x101ac0,35,0xd820
4G0907379_0190,0xf4e93,4G0907379H_0361,0x10205b,35,0xd1c8
4G0907379_0190,0xf699c,4G0907379H_0361,0x1041e4,35,0xd848
4G0907379_0190,0xf7e58,4G0907379H_0361,0x107454,35,0xf5fc
4G0907379_0190,0xf7e7c,4G0907379H_0361,0x107478,35,0xf5fc
4G0907379_0190,0xf7f2c,4G0907379H_0361,0x107532,35,0xf606
4G0907379_0190,0xf940c,4G0907379H_0361,0x108ab0,35,0xf6a4
4G0907379_0190,0xfab76,4G0907379H_0361,0x10a552,35,0xf9dc
4G0907379_0190,0xfaed0,4G0907379H_0361,0x10a8b0,35,0xf9e0
4G0907379_0190,0xfaf00,4G0907379H_0361,0x10a8e2,35,0xf9e2
4G0907379_0190,0xfb22c,4G0907379H_0361,0x10ac0c,35,0xf9e0
4G0907379_0190,0xff0e4,4G0907379H_0361,0x1108a8,35,0x117c4
4G0907379_0190,0xff212,4G0907379H_0361,0x1109d6,35,0x117c4
4G0907379_0190,0xffbd6,4G0907379H_0361,0x10f7d6,35,0xfc00
4G0907379_0190,0x100384,4G0907379H_0361,0x10ffa2,35,0xfc1e
4G0907379_0190,0x103918,4G0907379H_0361,0x12861a,35,0x24d02
4G0907379_0190,0x10397a,4G0907379H_0361,0x1286e2,35,0x24d68
4G0907379_0190,0x106953,4G0907379H_0361,0x1172eb,35,0x10998
4G0907379_0190,0x106b4e,4G0907379H_0361,0x1174e4,35,0x10996
4G0907379_0190,0x107960,4G0907379H_0361,0x114e8c,35,0xd52c
4G0907379_0190,0x10bf7a,4G0907379H_0361,0x11bf24,35,0xffaa
4G0907379_0190,0x10c180,4G0907379H_0361,0x11c12c,35,0xffac
4G0907379_0190,0x10d69a,4G0907379H_0361,0x11dce2,35,0x10648
4G0907379_0190,0x10d950,4G0907379H_0361,0x11df98,35,0x10648
4G0907379_0190,0x10dbec,4G0907379H_0361,0x120588,35,0x1299c
4G0907379_0190,0x10e5f2,4G0907379H_0361,0x11fe72,35,0x11880
4G0907379_0190,0x10ffe2,4G0907379H_0361,0x121906,35,0x11924
4G0907379_0190,0x111396,4G0907379H_0361,0x12326a,35,0x11ed4
4G0907379_0190,0x111cfe,4G0907379H_0361,0x12bd9e,35,0x1a0a0
4G0907379_0190,0x111d5e,4G0907379H_0361,0x12be02,35,0x1a0a4
4G0907379_0190,0x112a64,4G0907379H_0361,0x123f10,35,0x114ac
4G0907379_0190,0x1137e0,4G0907379H_0361,0x124788,35,0x10fa8
4G0907379_0190,0x116026,4G0907379H_0361,0x12757e,35,0x11558
4G0907379_0190,0x1194b0,4G0907379H_0361,0x12954c,35,0x1009c
4G0907379_0190,0x1198dc,4G0907379H_0361,0x12a580,35,0x10ca4
4G0907379_0190,0x119de0,4G0907379H_0361,0x12ba2c,35,0x11c4c
4G0907379_0190,0x11b2d6,4G0907379H_0361,0x12d676,35,0x123a0
4G0907379_0190,0x11be9a,4G0907379H_0361,0x12f56e,35,0x136d4
4G0907379_0190,0x11c558,4G0907379H_0361,0x12df38,35,0x119e0
4G0907379_0190,0x11e006,4G0907379H_0361,0x12faee,35,0x11ae8
4G0907379_0190,0x11ea98,4G0907379H_0361,0x133fce,35,0x15536
4G0907379_0190,0x11effc,4G0907379H_0361,0x1313e0,35,0x123e4
4G0907379_0190,0x120400,4G0907379H_0361,0x13251c,35,0x1211c
4G0907379_0190,0x1222b8,4G0907379H_0361,0x134f98,35,0x12ce0
4G0907379_0190,0x125da8,4G0907379H_0361,0x138010,35,0x12268
4G0907379_0190,0x1267d6,4G0907379H_0361,0x13885a,35,0x12084
4G0907379_0190,0x129884,4G0907379H_0361,0x13b750,35,0x11ecc
4G0907379_0190,0x129f00,4G0907379H_0361,0x13c624,35,0x12724
4G0907379_0190,0x12dd44,4G0907379H_0361,0x13fbfc,35,0x11eb8
4G0907379_0190,0x12eb98,4G0907379H_0361,0x14188c,35,0x12cf4
4G0907379_0190,0x130386,4G0907379H_0361,0x142c9e,35,0x12918
4G0907379_0190,0x1305ce,4G0907379H_0361,0x142ee6,35,0x12918
4G0907379_0190,0x13131c,4G0907379H_0361,0x143fdc,35,0x12cc0
4G0907379_0190,0x133d74,4G0907379H_0361,0x146928,35,0x12bb4
4G0907379_0190,0x135538,4G0907379H_0361,0x147fd8,35,0x12aa0
4G0907379_0190,0x1360c8,4G0907379H_0361,0x148a70,35,0x129a8
4G0907379_0190,0x13684a,4G0907379H_0361,0x1492d2,35,0x12a88
4G0907379_0190,0x1378d1,4G0907379H_0361,0x14a471,35,0x12ba0
4G0907379_0190,0x137c0a,4G0907379H_0361,0x14a7ea,35,0x12be0
4G0907379_0190,0x140f7e,4G0907379H_0361,0x1646c8,35,0x2374a
4G0907379_0190,0x1417ba,4G0907379H_0361,0x1648b2,35,0x230f8
4G0907379_0190,0x148646,4G0907379H_0361,0x164f78,35,0x1c932
4G0907379_0190,0x148a84,4G0907379H_0361,0x164ff4,35,0x1c570
4G0907379_0190,0x1537ae,4G0907379H_0361,0x168754,35,0x14fa6
4G0907379_0190,0x1537f6,4G0907379H_0361,0x16879c,35,0x14fa6
4G0907379_0190,0x153a8c,4G0907379H_0361,0x1688b0,35,0x14e24
4G0907379_0190,0x153aa4,4G0907379H_0361,0x1688c8,35,0x14e24
4G0907379_0190,0x15e662,4G0907379H_0361,0x1690de,35,0xaa7c
4G0907379_0190,0x15fb08,4G0907379H_0361,0x17fdec,35,0x202e4
4G0907379_0190,0x1618fc,4G0907379H_0361,0x169928,35,0x802c
4G0907379_0190,0x161d84,4G0907379H_0361,0x169be0,35,0x7e5c
4G0907379_0190,0x162a64,4G0907379H_0361,0x16af18,35,0x84b4
4G0907379_0190,0x162b4c,4G0907379H_0361,0x16af52,35,0x8406
4G0907379_0190,0x162eec,4G0907379H_0361,0x16afc6,35,0x80da
4G0907379_0190,0xde1de,4G0907379H_0361,0xed8ca,34,0xf6ec
4G0907379_0190,0xe4dba,4G0907379H_0361,0xf62a2,34,0x114e8
4G0907379_0190,0xe6277,4G0907379H_0361,0xf773f,34,0x114c8
4G0907379_0190,0xe6859,4G0907379H_0361,0xf7cf9,34,0x114a0
4G0907379_0190,0xf06f4,4G0907379H_0361,0xffc0c,34,0xf518
4G0907379_0190,0xf0f6c,4G0907379H_0361,0xfee00,34,0xde94
4G0907379_0190,0xf0f80,4G0907379H_0361,0xfee14,34,0xde94
4G0907379_0190,0xf1b30,4G0907379H_0361,0x105600,34,0x13ad0
4G0907379_0190,0xf2328,4G0907379H_0361,0x10624c,34,0x13f24
4G0907379_0190,0xf2e59,4G0907379H_0361,0x1005bd,34,0xd764
4G0907379_0190,0xf4818,4G0907379H_0361,0x101cf0,34,0xd4d8
4G0907379_0190,0xf4c30,4G0907379H_0361,0x1023f0,34,0xd7c0
4G0907379_0190,0xf51a0,4G0907379H_0361,0x102474,34,0xd2d4
4G0907379_0190,0xf5480,4G0907379H_0361,0x102bb0,34,0xd730
4G0907379_0190,0xf60a4,4G0907379H_0361,0x103798,34,0xd6f4
4G0907379_0190,0xf649d,4G0907379H_0361,0x103c21,34,0xd784
4G0907379_0190,0xf6a44,4G0907379H_0361,0x10428c,34,0xd848
4G0907379_0190,0xf6ecc,4G0907379H_0361,0x104828,34,0xd95c
4G0907379_0190,0xf94a8,4G0907379H_0361,0x108b4c,34,0xf6a4
4G0907379_0190,0xf94cc,4G0907379H_0361,0x108b70,34,0xf6a4
4G0907379_0190,0xf94f0,4G0907379H_0361,0x108b94,34,0xf6a4
4G0907379_0190,0xf9514,4G0907379H_0361,0x108bb8,34,0xf6a4
4G0907379_0190,0xf9538,4G0907379H_0361,0x108bdc,34,0xf6a4
4G0907379_0190,0xf955c,4G0907379H_0361,0x108c00,34,0xf6a4
4G0907379_0190,0xfb457,4G0907379H_0361,0x10ae37,34,0xf9e0
4G0907379_0190,0xfd434,4G0907379H_0361,0x10bdb2,34,0xe97e
4G0907379_0190,0xfefbd,4G0907379H_0361,0x110781,34,0x117c4
4G0907379_0190,0x100dbd,4G0907379H_0361,0x10f13d,34,0xe380
4G0907379_0190,0x101c64,4G0907379H_0361,0x11183c,34,0xfbd8
4G0907379_0190,0x10204c,4G0907379H_0361,0x11138c,34,0xf340
4G0907379_0190,0x104700,4G0907379H_0361,0x115b94,34,0x11494
4G0907379_0190,0x106cc4,4G0907379H_0361,0x1166ac,34,0xf9e8
4G0907379_0190,0x106d5c,4G0907379H_0361,0x116744,34,0xf9e8
4G0907379_0190,0x10857a,4G0907379H_0361,0x119df6,34,0x1187c
4G0907379_0190,0x10d433,4G0907379H_0361,0x11d3e7,34,0xffb4
4G0907379_0190,0x11035b,4G0907379H_0361,0x12221f,34,0x11ec4
4G0907379_0190,0x11118e,4G0907379H_0361,0x123062,34,0x11ed4
4G0907379_0190,0x1111f6,4G0907379H_0361,0x1230ca,34,0x11ed4
4G0907379_0190,0x1112e8,4G0907379H_0361,0x1231bc,34,0x11ed4
4G0907379_0190,0x113886,4G0907379H_0361,0x12482e,34,0x10fa8
4G0907379_0190,0x1170b2,4G0907379H_0361,0x12817a,34,0x110c8
4G0907379_0190,0x11df88,4G0907379H_0361,0x12fa54,34,0x11acc
4G0907379_0190,0x120a16,4G0907379H_0361,0x132b2e,34,0x12118
4G0907379_0190,0x1273b4,4G0907379H_0361,0x139f7e,34,0x12bca
4G0907379_0190,0x1277a4,4G0907379H_0361,0x13a36c,34,0x12bc8
4G0907379_0190,0x128570,4G0907379H_0361,0x13b2ec,34,0x12d7c
4G0907379_0190,0x128998,4G0907379H_0361,0x13c100,34,0x13768
4G0907379_0190,0x128ae4,4G0907379H_0361,0x13ae5c,34,0x12378
4G0907379_0190,0x12b0a2,4G0907379H_0361,0x13e16e,34,0x130cc
4G0907379_0190,0x12d101,4G0907379H_0361,0x13f955,34,0x12854
4G0907379_0190,0x12d5de,4G0907379H_0361,0x13f800,34,0x12222
4G0907379_0190,0x12e9f8,4G0907379H_0361,0x1416ec,34,0x12cf4
4G0907379_0190,0x130b64,4G0907379H_0361,0x143570,34,0x12a0c
4G0907379_0190,0x132d04,4G0907379H_0361,0x1456c8,34,0x129c4
4G0907379_0190,0x1330e4,4G0907379H_0361,0x145aa8,34,0x129c4
4G0907379_0190,0x135d88,4G0907379H_0361,0x148f80,34,0x131f8
4G0907379_0190,0x13699c,4G0907379H_0361,0x149424,34,0x12a88
4G0907379_0190,0x137530,4G0907379H_0361,0x14a08c,34,0x12b5c
4G0907379_0190,0x13c764,4G0907379H_0361,0x162a3a,34,0x262d6
4G0907379_0190,0x13cb08,4G0907379H_0361,0x162aea,34,0x25fe2
4G0907379_0190,0x13edc7,4G0907379H_0361,0x163a5f,34,0x24c98
4G0907379_0190,0x147c96,4G0907379H_0361,0x164cb6,34,0x1d020
4G0907379_0190,0x149821,4G0907379H_0361,0x165237,34,0x1ba16
4G0907379_0190,0x14cf97,4G0907379H_0361,0x165ed3,34,0x18f3c
4G0907379_0190,0x14fe35,4G0907379H_0361,0x166ec3,34,0x1708e
4G0907379_0190,0x150b7c,4G0907379H_0361,0x16708e,34,0x16512
4G0907379_0190,0x152ab4,4G0907379H_0361,0x16827e,34,0x157ca
4G0907379_0190,0x15381a,4G0907379H_0361,0x1687c0,34,0x14fa6
4G0907379_0190,0x1619e5,4G0907379H_0361,0x169a11,34,0x802c
4G0907379_0190,0x161ee1,4G0907379H_0361,0x169cc9,34,0x7de8
4G0907379_0190,0x164e6a,4G0907379H_0361,0x170798,34,0xb92e
4G0907379_0190,0x1657c4,4G0907379H_0361,0x17070a,34,0xaf46
4G0907379_0190,0x16658d,4G0907379H_0361,0x170dcd,34,0xa840
4G0907379_0190,0x16cbc0,4G0907379H_0361,0x169e6a,34,-0x2d56
4G0907379_0190,0xda72a,4G0907379H_0361,0xe8470,33,0xdd46
4G0907379_0190,0xdaa06,4G0907379H_0361,0xe8752,33,0xdd4c
4G0907379_0190,0xdd507,4G0907379H_0361,0xeb8ff,33,0xe3f8
4G0907379_0190,0xdd52d,4G0907379H_0361,0xeb925,33,0xe3f8
4G0907379_0190,0xde0b8,4G0907379H_0361,0xecdfe,33,0xed46
4G0907379_0190,0xdf3a0,4G0907379H_0361,0xed848,33,0xe4a8
4G0907379_0190,0xe1058,4G0907379H_0361,0xf2414,33,0x113bc
4G0907379_0190,0xe6d18,4G0907379H_0361,0xf819c,33,0x11484
4G0907379_0190,0xe737b,4G0907379H_0361,0xf87ef,33,0x11474
4G0907379_0190,0xecf0a,4G0907379H_0361,0xfd6b6,33,0x107ac
4G0907379_0190,0xed4ea,4G0907379H_0361,0xfdc92,33,0x107a8
4G0907379_0190,0xf29ac,4G0907379H_0361,0x1051ec,33,0x12840
4G0907379_0190,0xf29d0,4G0907379H_0361,0x105210,33,0x12840
4G0907379_0190,0xf7c7c,4G0907379H_0361,0x10726e,33,0xf5f2
4G0907379_0190,0xfac1e,4G0907379H_0361,0x10a5fc,33,0xf9de
4G0907379_0190,0xfca40,4G0907379H_0361,0x10d474,33,0x10a34
4G0907379_0190,0xfef73,4G0907379H_0361,0x110737,33,0x117c4
4G0907379_0190,0xff052,4G0907379H_0361,0x110816,33,0x117c4
4G0907379_0190,0xffb24,4G0907379H_0361,0x10f724,33,0xfc00
4G0907379_0190,0x1001e4,4G0907379H_0361,0x10fdfa,33,0xfc16
4G0907379_0190,0x101fd0,4G0907379H_0361,0x111420,33,0xf450
4G0907379_0190,0x1045b2,4G0907379H_0361,0x115a46,33,0x11494
4G0907379_0190,0x108812,4G0907379H_0361,0x11a04a,33,0x11838
4G0907379_0190,0x108b54,4G0907379H_0361,0x1181dc,33,0xf688
4G0907379_0190,0x108dd2,4G0907379H_0361,0x11845a,33,0xf688
4G0907379_0190,0x10bdbe,4G0907379H_0361,0x11bd62,33,0xffa4
4G0907379_0190,0x10c2ec,4G0907379H_0361,0x11c28c,33,0xffa0
4G0907379_0190,0x10d2d4,4G0907379H_0361,0x11d288,33,0xffb4
4G0907379_0190,0x10ddb4,4G0907379H_0361,0x120750,33,0x1299c
4G0907379_0190,0x10e132,4G0907379H_0361,0x11f9b2,33,0x11880
4G0907379_0190,0x10e93e,4G0907379H_0361,0x1262b2,33,0x17974
4G0907379_0190,0x10fa0a,4G0907379H_0361,0x121e18,33,0x1240e
4G0907379_0190,0x1129ec,4G0907379H_0361,0x123e98,33,0x114ac
4G0907379_0190,0x117fbe,4G0907379H_0361,0x12c6be,33,0x14700
4G0907379_0190,0x1182b8,4G0907379H_0361,0x12ab30,33,0x12878
4G0907379_0190,0x1183f6,4G0907379H_0361,0x12ac6e,33,0x12878
4G0907379_0190,0x11887e,4G0907379H_0361,0x12950e,33,0x10c90
4G0907379_0190,0x1196ee,4G0907379H_0361,0x1297a2,33,0x100b4
4G0907379_0190,0x119900,4G0907379H_0361,0x12a5a4,33,0x10ca4
4G0907379_0190,0x11afe0,4G0907379H_0361,0x127d84,33,0xcda4
4G0907379_0190,0x11bd5a,4G0907379H_0361,0x12f44e,33,0x136f4
4G0907379_0190,0x11d4dd,4G0907379H_0361,0x12f275,33,0x11d98
4G0907379_0190,0x11e090,4G0907379H_0361,0x12fb78,33,0x11ae8
4G0907379_0190,0x11ef42,4G0907379H_0361,0x131326,33,0x123e4
4G0907379_0190,0x12148e,4G0907379H_0361,0x133096,33,0x11c08
4G0907379_0190,0x121a72,4G0907379H_0361,0x135bec,33,0x1417a
4G0907379_0190,0x12243a,4G0907379H_0361,0x133238,33,0x10dfe
4G0907379_0190,0x124d82,4G0907379H_0361,0x13627a,33,0x114f8
4G0907379_0190,0x1287b0,4G0907379H_0361,0x13bbd4,33,0x13424
4G0907379_0190,0x12b360,4G0907379H_0361,0x13c8e0,33,0x11580
4G0907379_0190,0x12ce82,4G0907379H_0361,0x13f1b0,33,0x1232e
4G0907379_0190,0x12f416,4G0907379H_0361,0x142536,33,0x13120
4G0907379_0190,0x133f20,4G0907379H_0361,0x146b70,33,0x12c50
4G0907379_0190,0x134148,4G0907379H_0361,0x146e2c,33,0x12ce4
4G0907379_0190,0x135582,4G0907379H_0361,0x148022,33,0x12aa0
4G0907379_0190,0x136454,4G0907379H_0361,0x148dfc,33,0x129a8
4G0907379_0190,0x137f70,4G0907379H_0361,0x14aaf0,33,0x12b80
4G0907379_0190,0x13c1bf,4G0907379H_0361,0x16518b,33,0x28fcc
4G0907379_0190,0x13e6d5,4G0907379H_0361,0x16384d,33,0x25178
4G0907379_0190,0x141fe2,4G0907379H_0361,0x1649c2,33,0x229e0
4G0907379_0190,0x149f56,4G0907379H_0361,0x165366,33,0x1b410
4G0907379_0190,0x14b08d,4G0907379H_0361,0x1656cf,33,0x1a642
4G0907379_0190,0x14d40d,4G0907379H_0361,0x1660a1,33,0x18c94
4G0907379_0190,0x14dd7a,4G0907379H_0361,0x166422,33,0x186a8
4G0907379_0190,0x1503fc,4G0907379H_0361,0x166fc8,33,0x16bcc
4G0907379_0190,0x1513f8,4G0907379H_0361,0x16720c,33,0x15e14
4G0907379_0190,0x152902,4G0907379H_0361,0x16818c,33,0x1588a
4G0907379_0190,0x1530b0,4G0907379H_0361,0x1632c4,33,0x10214
4G0907379_0190,0x15fb2c,4G0907379H_0361,0x17fe10,33,0x202e4
4G0907379_0190,0x171ef7,4G0907379H_0361,0x16e4f1,33,-0x3a06
4G0907379_0190,0x172ad8,4G0907379H_0361,0x16e780,33,-0x4358
4G0907379_0190,0x172be6,4G0907379H_0361,0x16e792,33,-0x4454
4G0907379_0190,0x17364c,4G0907379H_0361,0x16e868,33,-0x4de4
4G0907379_0190,0x1738e6,4G0907379H_0361,0x16e89e,33,-0x5048
4G0907379_0190,0x179df8,4G0907379H_0361,0x16f7b8,33,-0xa640
4G0907379_0190,0x17cf2c,4G0907379H_0361,0x17e098,33,0x116c
4G0907379_0190,0xdc8bc,4G0907379H_0361,0xea9e2,32,0xe126
