table,record,did,length,flags,access,target,target_kind
measuring-2,0x80085c5c,0x16f2,1,0x00020f,data-pointer (fixed length),0xd000ae54,ram
measuring-2,0x80085c68,0x16f3,1,0x00020f,data-pointer (fixed length),0xd000ae59,ram
measuring-2,0x80085c74,0x16f4,1,0x00020f,data-pointer (fixed length),0xd000ae4c,ram
measuring-2,0x80085c80,0x16f5,1,0x00020f,data-pointer (fixed length),0xd000ae51,ram
measuring-2,0x80085c8c,0x16f6,1,0x00020f,data-pointer (fixed length),0xd000ae56,ram
measuring-2,0x80085c98,0x16f7,1,0x00020f,data-pointer (fixed length),0xd000ae5b,ram
measuring-2,0x80085ca4,0x16f8,1,0x00020f,data-pointer (fixed length),0xd0005605,ram
measuring-2,0x80085cb0,0x16f9,1,0x00020f,data-pointer (fixed length),0xd0005608,ram
measuring-2,0x80085cbc,0x16fa,1,0x00020f,data-pointer (fixed length),0xd000560b,ram
measuring-2,0x80085cc8,0x16fb,1,0x00020f,data-pointer (fixed length),0xd000560e,ram
measuring-2,0x80085cd4,0x16fc,1,0x00020f,data-pointer (fixed length),0xd0005604,ram
measuring-2,0x80085ce0,0x16fd,1,0x00020f,data-pointer (fixed length),0xd0005607,ram
measuring-2,0x80085cec,0x16fe,1,0x00020f,data-pointer (fixed length),0xd000560a,ram
measuring-2,0x80085cf8,0x16ff,1,0x00020f,data-pointer (fixed length),0xd000560d,ram
measuring-2,0x80085d04,0x1700,1,0x00020f,data-pointer (fixed length),0xd000ae4b,ram
measuring-2,0x80085d10,0x1701,1,0x00020f,data-pointer (fixed length),0xd000ae50,ram
measuring-2,0x80085d1c,0x1702,1,0x00020f,data-pointer (fixed length),0xd000ae55,ram
measuring-2,0x80085d28,0x1703,1,0x00020f,data-pointer (fixed length),0xd000ae5a,ram
measuring-2,0x80085d34,0x1704,1,0x00020f,data-pointer (fixed length),0xd000ae48,ram
measuring-2,0x80085d40,0x1705,1,0x00020f,data-pointer (fixed length),0xd000ae4d,ram
measuring-2,0x80085d4c,0x1706,1,0x00020f,data-pointer (fixed length),0xd000ae52,ram
measuring-2,0x80085d58,0x1707,1,0x00020f,data-pointer (fixed length),0xd000ae57,ram
measuring-2,0x80085d64,0x1708,1,0x00020f,data-pointer (fixed length),0xd000ae49,ram
measuring-2,0x80085d70,0x1709,1,0x00020f,data-pointer (fixed length),0xd000ae4e,ram
measuring-2,0x80085d7c,0x170a,1,0x00020f,data-pointer (fixed length),0xd000ae53,ram
measuring-2,0x80085d88,0x170b,1,0x00020f,data-pointer (fixed length),0xd000ae58,ram
measuring-2,0x80085d94,0x1710,1,0x00020f,data-pointer (fixed length),0xd000b451,ram
measuring-2,0x80085da0,0x1711,1,0x00020f,data-pointer (fixed length),0xd000b452,ram
measuring-2,0x80085dac,0x1712,1,0x00020f,data-pointer (fixed length),0xd000b453,ram
measuring-2,0x80085db8,0x1713,1,0x00020f,data-pointer (fixed length),0xd000b454,ram
measuring-2,0x80085dc4,0x1714,1,0x00020f,data-pointer (fixed length),0xd000b44d,ram
measuring-2,0x80085dd0,0x1715,1,0x00020f,data-pointer (fixed length),0xd000b44e,ram
measuring-2,0x80085ddc,0x1716,1,0x00020f,data-pointer (fixed length),0xd000b44f,ram
measuring-2,0x80085de8,0x1717,1,0x00020f,data-pointer (fixed length),0xd000b450,ram
measuring-2,0x80085df4,0xf4f8,0,0x00050f,handler (variable),0x8012049c,code
measuring-2,0x80085e00,0x02df,0,0x00040f,"handler(buf,emit)->length (variable)",0x8011fd18,code
measuring-2,0x80085e0c,0xf1f0,20,0x00030f,handler(buf) emits fixed length,0x8011fd70,code
measuring-2,0x80085e18,0xf1f1,25,0x00030f,handler(buf) emits fixed length,0x8011fd94,code
